Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
NCSU_US_07_03,SRR19456457,North America,USA,Georgia Sandersonville,tritici,32.91,-82.73,2014,NA,NA,19.7,87921,2.461,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_04,SRR19456455,North America,USA,Georgia Sandersonville,tritici,32.91,-82.73,2014,NA,NA,26.03,96364,2.405,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_07_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_05,SRR19456531,North America,USA,North Carolina Mt Olive,tritici,35.23,-78.13,2014,NA,NA,25.04,97063,2.365,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99991,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_06,SRR19456448,North America,USA,Michigan Rogers City,tritici,45.38,-83.81,2014,NA,NA,23.36,96572,2.368,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_07,SRR19456463,North America,USA,Virginia Saluda,tritici,32.5,-86.42,2013,NA,NA,22.81,97821,2.334,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.999919,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_08,SRR19456535,North America,USA,North Carolina Four Oaks,tritici,35.35,-78.39,2013,NA,NA,21.68,94618,2.378,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_09,SRR19456534,North America,USA,North Carolina Four Oaks,tritici,35.35,-78.39,2013,NA,NA,18.36,90619,2.38,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.999919,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_07_10,SRR19456464,North America,USA,Arkansas Fayetteville,tritici,36.07,-94.16,2014,NA,NA,17.77,86673,2.41,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_10,SRR19456466,North America,USA,Kansas Manhattan,tritici,39.22,-96.58,2014,NA,NA,20.89,92648,2.371,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_11,SRR19456458,North America,USA,Georgia Thomasville,tritici,30.92,-83.78,2014,NA,NA,26.41,96219,2.391,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_06_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_12,SRR19456462,North America,USA,Virginia Saluda,tritici,32.5,-86.42,2013,NA,NA,16.82,84911,2.422,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.999919,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_13,SRR19456454,North America,USA,Georgia Sandersonville,tritici,32.91,-82.73,2014,NA,NA,26.07,96433,2.388,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_07_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_14,SRR19456461,North America,USA,Virginia Saluda,tritici,32.5,-86.42,2013,NA,NA,19.02,90750,2.366,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_08_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_US_08_15,SRR19456465,North America,USA,Kansas Manhattan,tritici,39.22,-96.58,2014,NA,NA,19.97,90560,2.418,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLNI042201,ERR13762838,Europe,Netherlands,Nijmegen,tritici,51.841595,5.862651,2022,Pot,6n,35.66,179745,1.035,1_2_1,Excluded,Excluded,Excluded,clone_NLNI042202,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLNI042202,ERR13762839,Europe,Netherlands,Nijmegen,tritici,51.841595,5.862651,2022,Pot,6n,37.13,101153,2.265,1_2_1,Included,Included,Included,NA,1.856,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.999911,1.9e-05,1e-05,1e-05,-972.498208921887,-183.068981660362,-112.282990086091,-0.928608683501263,-0.254801159738072,-1.02328644045661,-1.32488234662036,-1.88316700409258,0.265639025465341,0.697558070990859,0.1779684946117,-1.07841887505094,-0.944201674738678,1.04013839707539,-0.831608141096058
NLNI042203,ERR13762840,Europe,Netherlands,Nijmegen,tritici,51.841595,5.862651,2022,Pot,4n,31.55,100063,2.179,1_1_3,Included,Included,Included,NA,1.794,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-972.498208921887,-183.068981660362,-112.282990086091,-0.928608683501263,-0.254801159738072,-1.02328644045661,-1.32488234662036,-1.88316700409258,0.265639025465341,0.697558070990859,0.1779684946117,-1.07841887505094,-0.944201674738678,1.04013839707539,-0.831608141096058
NLTX072301,ERR13762837,Europe,Netherlands,Texel,tritici,53.151129026273,4.85575686935028,2023,Pot,6n,27.44,99284,2.172,1_1_3,Included,Included,Included,NA,1.892,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1040.0785272172,-221.493568505373,-153.92423103705,-2.96068794333356,-3.13872042244371,-1.93210297873359,-2.96770757043621,-0.24457278507592,0.743509715781873,0.224284326932883,-1.96096539760479,0.95842633501926,-1.36468622172207,0.798982080714221,-0.89996865603776
NLTX072302,ERR13762842,Europe,Netherlands,Texel,tritici,53.151129026273,4.85575686935028,2023,Pot,4n,24.25,96072,2.183,1_2_1,Included,Included,Included,NA,1.582,C,NA,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1040.0785272172,-221.493568505373,-153.92423103705,-2.96068794333356,-3.13872042244371,-1.93210297873359,-2.96770757043621,-0.24457278507592,0.743509715781873,0.224284326932883,-1.96096539760479,0.95842633501926,-1.36468622172207,0.798982080714221,-0.89996865603776
PLBA092301,ERR13762841,Europe,Poland,Bakow,tritici,49.89493148,18.7321024145886,2023,Field,6n,26,99906,2.144,1_1_3,Included,Included,Included,NA,1.577,A,5,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.934649,0.065281,1e-05,1e-05,-804.841173843514,-57.1437630730148,-37.6322697889816,-0.589928806862547,-0.853647612183392,0.623715418569446,0.124669321452458,0.594707180761881,1.0914425330011,-0.269767288815443,-0.199135506131687,-1.45931861322571,-0.690443551619339,0.856611347491706,-0.805783057673637
PLBA092305,ERR13762844,Europe,Poland,Bakow,tritici,49.89493148,18.7321024145886,2023,Field,6n,24.71,99480,2.116,1_1_3,Included,Included,Included,NA,1.707,C,1,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-804.841173843514,-57.1437630730148,-37.6322697889816,-0.589928806862547,-0.853647612183392,0.623715418569446,0.124669321452458,0.594707180761881,1.0914425330011,-0.269767288815443,-0.199135506131687,-1.45931861322571,-0.690443551619339,0.856611347491706,-0.805783057673637
PLBI082201,ERR13762847,Europe,Poland,Białogard,tritici,53.9872,16.0123,2022,Field,6n,32.27,90369,2.4,1_2_1,Included,Included,Included,NA,3.695,C,7,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1203.63308815417,-226.258768745061,-170.380924491721,-0.928608683501263,-0.885165826747527,-0.0177484633670185,-0.551788123648189,0.654655749750298,0.167917153962409,-0.307860053581085,0.0150595662905564,-0.0112540153850003,-0.849074003459644,1.0170866903644,-0.0917954571714151
PLBI082203,ERR13762845,Europe,Poland,Białogard,tritici,53.9872,16.0123,2022,Field,6n,31.02,99161,2.224,1_2_1,Excluded,Excluded,Excluded,sus_contam,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLCZ072206,ERR13762848,Europe,Poland,Czesławice,tritici,51.300278,22.258444,2022,Field,NA,26.77,92705,2.327,1_1_3,Included,Included,Included,NA,1.837,A,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-928.633922310711,-93.327493951076,-65.912329593475,-0.716933760602065,-1.09003459714116,0.838145023484196,0.197146904856099,0.834501456715537,-0.0457823232802641,-0.777670819024002,0.71798142367623,-0.600680220391051,-0.6018938576096,1.12791220339802,0.72701159957475
PLCZ072210,ERR13762849,Europe,Poland,Czesławice,tritici,51.300278,22.258444,2022,Field,NA,30.43,99398,2.237,1_2_1,Included,Included,Included,NA,2.243,C,4,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.001837,1e-05,1e-05,1e-05,1e-05,0.926808,0.071295,1e-05,1e-05,-928.633922310711,-93.3274939510759,-65.912329593475,-0.716933760602065,-1.09003459714116,0.838145023484196,0.197146904856099,0.834501456715537,-0.0457823232802641,-0.777670819024002,0.71798142367623,-0.600680220391051,-0.6018938576096,1.12791220339802,0.72701159957475
PLCZ072212,ERR13762852,Europe,Poland,Czesławice,tritici,51.300278,22.258444,2022,Field,NA,33.63,93865,2.367,1_2_1,Included,Included,Included,NA,1.912,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.026533,1e-05,1e-05,1e-05,0.005193,0.836717,0.131507,1e-05,1e-05,-928.633922310711,-93.3274939510759,-65.912329593475,-0.716933760602065,-1.09003459714116,0.838145023484196,0.197146904856099,0.834501456715537,-0.0457823232802641,-0.777670819024002,0.71798142367623,-0.600680220391051,-0.6018938576096,1.12791220339802,0.72701159957475
PLCZ072215,ERR13762851,Europe,Poland,Czesławice,tritici,51.300278,22.258444,2022,Field,NA,33.81,102095,2.244,1_1_3,Included,Included,Included,NA,2.08,B,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-928.633922310711,-93.3274939510759,-65.912329593475,-0.716933760602065,-1.09003459714116,0.838145023484196,0.197146904856099,0.834501456715537,-0.0457823232802641,-0.777670819024002,0.71798142367623,-0.600680220391051,-0.6018938576096,1.12791220339802,0.72701159957475
PLCZ072305,ERR13762853,Europe,Poland,Czesławice,tritici,51.301894,22.255476,2023,Field,6n,21.31,97263,2.191,1_2_1,Included,Included,Included,NA,2.175,A/C,NA,3,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.996832,0.003098,1e-05,1e-05,-928.633922310711,-93.3274939510759,-65.912329593475,-0.716933760602065,-1.07427548985909,0.82172062821413,0.172987710388219,0.55474146810294,-0.0468561900000768,-0.776516492818983,0.736082415711913,-0.601971405944186,-0.603411852364053,1.12791220339802,0.72701159957475
PLCZ072306,ERR13762854,Europe,Poland,Czesławice,tritici,51.301894,22.255476,2023,Field,6n,26.01,98237,2.167,1_1_3,Included,Included,Included,NA,1.994,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,0.000773,1e-05,0.999157,1e-05,1e-05,1e-05,-928.633922310711,-93.3274939510759,-65.9123295934749,-0.716933760602065,-1.07427548985909,0.82172062821413,0.172987710388219,0.55474146810294,-0.0468561900000768,-0.776516492818983,0.736082415711913,-0.601971405944186,-0.603411852364053,1.12791220339802,0.72701159957475
PLKB092303,ERR13762856,Europe,Poland,Kobierzyce,tritici,50.97025297,16.9353795081708,2023,Field,6n,26.05,521400,0.3019,NA,Excluded,Excluded,Excluded,heterozygous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLKB092305,ERR13762857,Europe,Poland,Kobierzyce,tritici,50.97025297,16.9353795081708,2023,Field,6n,28.49,97028,2.242,1_1_3,Included,Included,Included,NA,1.912,C,3,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.011792,0.984156,1e-05,0.003993,1e-05,-874.122204309022,-105.717872427487,-75.6736282408516,-0.505258837702868,-0.68029743208065,0.382824287941812,-0.0202858453548235,0.91443288203343,0.272082225784215,-0.925424573266492,-0.470650386666926,-0.935742871429539,-0.617579803405611,0.871683617264279,-0.495882056604588
PLKO082237,ERR13762859,Europe,Poland,Kopaszewo,tritici,52.0085,16.8176,2022,Field,6n,30.55,105144,2.14,1_1_3,Included,Included,Included,NA,1.884,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,0.001665,0.986028,0.012247,1e-05,1e-05,-950.179609310954,-140.471530253254,-103.209484064325,-0.674598776022225,-0.837888504901324,0.413848145674159,-0.0686042342905838,0.91443288203343,-0.172498596218131,-0.694559332262602,0.53093783930751,-0.649745271410175,-0.52523512250974,0.97718950567229,-0.0386261677723133
PLKO082242,ERR13762858,Europe,Poland,Kopaszewo,tritici,52.0085,16.8176,2022,Field,6n,33.64,95859,2.271,1_2_1,Included,Included,Included,NA,2.223,H,8,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-950.179609310954,-140.471530253254,-103.209484064325,-0.674598776022225,-0.837888504901324,0.413848145674159,-0.0686042342905838,0.91443288203343,-0.172498596218131,-0.694559332262602,0.53093783930751,-0.649745271410175,-0.52523512250974,0.97718950567229,-0.0386261677723133
PLKO082243,ERR13762863,Europe,Poland,Kopaszewo,tritici,52.0085,16.8176,2022,Field,6n,32.13,90511,2.362,1_2_1,Included,Included,Included,NA,1.964,B,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.985382,0.014548,1e-05,1e-05,-950.179609310954,-140.471530253254,-103.209484064325,-0.674598776022225,-0.837888504901324,0.413848145674159,-0.0686042342905838,0.91443288203343,-0.172498596218131,-0.694559332262602,0.53093783930751,-0.649745271410175,-0.52523512250974,0.97718950567229,-0.0386261677723133
PLNA082247,ERR13762861,Europe,Poland,Nagradowice,tritici,52.3199,17.1496,2022,Field,6n,26.3,80957,2.537,1_2_1,Included,Included,Included,NA,1.785,B,NA,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-997.580416052492,-159.3191557566,-118.815191171829,-0.674598776022225,-0.853647612183392,0.439397204983151,-0.0927634287584636,0.874467169374478,-0.227265798928565,-0.784596776254119,0.742116079723807,-0.596161070955079,-0.548258042952273,0.980735922089366,0.0449255727119894
PLNA082249,ERR13762864,Europe,Poland,Nagradowice,tritici,52.3199,17.1496,2022,Field,6n,30.65,96866,2.346,1_1_3,Included,Included,Included,NA,1.587,H,8,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.993117,1e-05,0.006813,1e-05,-997.580416052492,-159.3191557566,-118.81519117183,-0.674598776022225,-0.853647612183392,0.439397204983151,-0.0927634287584636,0.874467169374478,-0.227265798928565,-0.784596776254119,0.742116079723807,-0.596161070955079,-0.548258042952273,0.980735922089366,0.0449255727119894
PLRA082254,ERR13762860,Europe,Poland,Radzików,tritici,52.2289,20.6159,2022,Field,6n,31.33,100201,2.513,1_1_3,Included,Included,Included,NA,1.86,C,3,0,A,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+_2,0.826209,1e-05,1e-05,1e-05,0.046779,0.118079,1e-05,1e-05,0.008882,-959.969397196644,-123.188370348594,-92.0969049812765,-0.716933760602065,-1.01123906073082,0.698537663688635,0.100510126984578,0.874467169374478,-0.119879126947322,-0.749966990103535,0.500769519248039,-0.594869885401944,-0.577099943286873,1.01620008626013,0.4019193729631
PLRA082257,ERR13762867,Europe,Poland,Radzików,tritici,52.2289,20.6159,2022,Field,6n,27.06,89959,2.415,1_2_1,Included,Included,Included,NA,1.723,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.990846,1e-05,0.009084,1e-05,-959.969397196644,-123.188370348594,-92.0969049812764,-0.716933760602065,-1.01123906073082,0.698537663688635,0.100510126984578,0.874467169374478,-0.119879126947322,-0.749966990103535,0.500769519248039,-0.594869885401944,-0.577099943286873,1.01620008626013,0.4019193729631
PLRA082270,ERR13762870,Europe,Poland,Radzików,tritici,52.2289,20.6159,2022,Field,Triticale,35.95,101468,2.257,1_1_3,Included,Included,Included,NA,1.963,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,0.002678,1e-05,1e-05,1e-05,0.931589,0.065673,1e-05,1e-05,-959.969397196644,-123.188370348594,-92.0969049812764,-0.716933760602065,-1.01123906073082,0.698537663688635,0.100510126984578,0.874467169374478,-0.119879126947322,-0.749966990103535,0.500769519248039,-0.594869885401944,-0.577099943286873,1.01620008626013,0.4019193729631
PLRA092320,ERR13762866,Europe,Poland,Radzikow,tritici,52.21651391,20.6504280750113,2023,Field,6n,22.31,90055,2.328,1_2_1,Included,Included,Included,NA,1.784,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.005202,0.865703,0.127761,0.001284,1e-05,-959.969397196644,-123.188370348594,-92.0969049812764,-0.716933760602065,-1.01123906073082,0.708574794131454,0.100510126984578,0.874467169374478,-0.120952993667134,-0.751121316308555,0.482668527212357,-0.598743442061349,-0.570521966017578,1.00733404521744,0.368498676769379
PLRA092321,ERR13762868,Europe,Poland,Radzikow,tritici,52.21651391,20.6504280750113,2023,Field,6n,25.77,89065,2.349,1_1_3,Included,Included,Included,NA,2.312,A,1,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.005509,0.012415,1e-05,1e-05,0.002395,0.873853,0.105789,1e-05,1e-05,-959.969397196644,-123.188370348594,-92.0969049812764,-0.716933760602065,-1.01123906073082,0.708574794131454,0.100510126984578,0.874467169374478,-0.120952993667134,-0.751121316308555,0.482668527212357,-0.598743442061349,-0.570521966017578,1.00733404521744,0.368498676769379
PLRA092322,ERR13762869,Europe,Poland,Radzikow,tritici,52.2165139100872,20.6504280750113,2023,Field,6n,20.89,96167,2.268,1_1_3,Included,Included,Included,NA,2.004,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.007636,0.839892,0.152412,1e-05,1e-05,-959.969397196644,-123.188370348594,-92.0969049812763,-0.716933760602065,-1.01123906073082,0.708574794131454,0.100510126984578,0.874467169374478,-0.120952993667134,-0.751121316308555,0.482668527212357,-0.598743442061349,-0.570521966017578,1.00733404521744,0.368498676769379
PLSK082271,ERR13762875,Europe,Poland,Skołoszów,tritici,49.9321,22.8091,2022,Field,6n,36.72,93083,2.429,1_2_1,Included,Included,Included,NA,1.894,A/B,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99761,1e-05,0.00232,1e-05,-813.585937151267,-29.1037586474212,-15.5631363699634,-0.547593822282707,-0.948202255875796,0.951290857566873,0.366261266131261,0.694621462409239,0.511554504302387,-0.651849262676882,-0.485734546696662,-1.14749730214365,-0.625675775429359,0.8796630542027,-0.129773521027916
PLSK082274,ERR13762872,Europe,Poland,Skołoszów,tritici,49.9321,22.8091,2022,Field,6n,36.55,97089,2.332,1_2_1,Included,Included,Included,NA,1.703,A,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.01739,1e-05,1e-05,1e-05,0.000678,0.977559,1e-05,1e-05,0.004323,-813.585937151267,-29.1037586474212,-15.5631363699635,-0.547593822282707,-0.948202255875796,0.951290857566873,0.366261266131261,0.694621462409239,0.511554504302387,-0.651849262676882,-0.485734546696662,-1.14749730214365,-0.625675775429359,0.8796630542027,-0.129773521027916
PLSK082276,ERR13762877,Europe,Poland,Skołoszów,tritici,49.9321,22.8091,2022,Field,6n,34.08,92302,2.293,1_1_3,Included,Included,Included,NA,1.871,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,0.004073,1e-05,0.995857,1e-05,1e-05,1e-05,-813.585937151267,-29.1037586474212,-15.5631363699634,-0.547593822282707,-0.948202255875796,0.951290857566873,0.366261266131261,0.694621462409239,0.511554504302387,-0.651849262676882,-0.485734546696662,-1.14749730214365,-0.625675775429359,0.8796630542027,-0.129773521027916
PLSK092301,ERR13762873,Europe,Poland,Skoloszow,tritici,49.9341297003914,22.818170696565,2023,Field,6n,31.52,98109,2.187,1_1_3,Included,Included,Included,NA,1.883,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,0.000448,1e-05,0.963921,0.035571,1e-05,1e-05,-813.585937151267,-29.1037586474212,-15.5631363699634,-0.547593822282707,-0.932443148593729,0.951290857566873,0.366261266131261,0.674638606079763,0.497594236944826,-0.657620893701979,-0.461599890649085,-1.13845900327171,-0.624157780674906,0.8796630542027,-0.129773521027916
